id	governor	governor_pos	preposition	relation_type	pattern	runtime_role	chargeable_allowed	absence_is_error	source	confidence	status
95b25fc170b73bf7	abhor	verb	for	verb_prep	NP:Experiencer V NP:Stimulus PREP:for NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
8c7cb571b1a71991	abhor	verb	for	verbnet_preposition_frame	NP:Experiencer V NP:Stimulus PREP:for NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
de2d06687893d491	able	verb	to	phrasal_or_governance_pattern	able to do sth	detector_support_if_dependency_matches	True	False	Oxford Phrase List	0.85	extracted_needs_review
160973782ee28059	abnegate	verb	to	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:to NP:Recipient	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
b8a068917d296325	abnegate	verb	to	verbnet_preposition_frame	NP:Agent V PREP:to NP:Recipient NP:Theme	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
c115c76781897406	abrade	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
0a7a17a60129011a	abridge	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
8677d4421f783a91	absent	adjective	from	ocd_preposition_frame	from	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
d4802a326b9eda4f	absorb	verb	from	verb_prep	NP:Goal V NP:Theme PREP:from NP:Source	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
2c815883f3a84791	absorb	verb	from	verbnet_preposition_frame	NP:Goal V NP:Theme PREP:from NP:Source	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
d71f545cd739e4cc	absorb	verb	into	ocd_preposition_frame	into	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
89d132d2ab1e9208	abstain	verb	from	verb_prep	NP:Agent V PREP:from NP:Eventuality	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
c84a0cacd0a1336f	abstain	verb	from	verbnet_preposition_frame	NP:Agent V PREP:from NP:Eventuality	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
4fa424a1c1e7788e	abuse	verb	for	verb_prep	NP:Agent V NP:Theme PREP:for NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
6329d5462d95ac16	abuse	verb	for	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:for NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
5ec4407632e1db7b	accelerate	verb	with	verb_prep	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
f4c666e0a838a031	accelerate	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
fb667dbd9427d891	accept	verb	from	verb_prep	NP:Agent V NP:Theme PREP:from NP:Source	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
94fc28369c5d29fa	accept	verb	from	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:from NP:Source	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
98208069ee9acbae	access	verb	to	phrasal_or_governance_pattern	access to sth	detector_support_if_dependency_matches	True	False	Oxford Phrase List	0.85	extracted_needs_review
7d3a2bcb12859759	accommodate	verb	to	verb_prep	NP:Agent V NP:Patient PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
36c219aa896b3676	accommodate	verb	to	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
3eef0af457069b67	accommodate	verb	to	verbnet_preposition_frame	NP:Agent V PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
85a93c4166ad22d0	accord	verb	to	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
4e289d56a34324f9	account	verb	for	phrasal_or_governance_pattern	account for sth	detector_support_if_dependency_matches	True	False	Oxford Phrase List	0.85	extracted_needs_review
b672534ecd431aa9	accredit	verb	as	verb_prep	NP:Agent V NP:Theme PREP:as NP:Result	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
d73f6bb087ed0933	accredit	verb	as	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:as NP:Result	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
f8ed7f8884dc7922	accrue	verb	from	verb_prep	NP:Agent V NP:Theme PREP:from NP:Source	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
c70fa99c60d61b73	accrue	verb	from	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:from NP:Source	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
983cfba98626e6d2	accumulate	verb	from	verb_prep	NP:Agent V NP:Theme PREP:from NP:Source	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
97e1785afc84837b	accumulate	verb	from	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:from NP:Source	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
1ba28658a2696c8c	accuse	verb	of	verb_prep	NP:Agent V NP:Theme PREP:of NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
784657926293b452	accuse	verb	of	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:of NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
5d23d607b62dd577	accused	verb	of	phrasal_or_governance_pattern	accused of sth	detector_support_if_dependency_matches	True	False	Oxford Phrase List	0.85	extracted_needs_review
75a2afa94486fe29	acetify	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
cfebd3751e597cef	ache	verb	for	verbnet_preposition_frame	NP:Pivot V PREP:for NP:Theme	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
918f477946d2db25	ache	verb	from	ocd_preposition_frame	from	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
c4f307e04263a8df	acidify	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
f1596057cf130446	acknowledge	verb	to	verb_prep	NP:Agent V NP:Topic PREP:to NP:Recipient	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
00237a63366e32ac	acknowledge	verb	to	verbnet_preposition_frame	NP:Agent V NP:Topic PREP:to NP:Recipient	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
77d46294a9ec232d	acknowledge	verb	to	verbnet_preposition_frame	NP:Agent V PREP:to NP:Recipient	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
c70948d316d73ce7	acknowledge	verb	to	verbnet_preposition_frame	NP:Agent V PREP:to NP:Recipient NP:Topic	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
dbf97ca5c41cc00f	acquaint	verb	of	verbnet_preposition_frame	NP:Agent V NP:Recipient PREP:of NP:Topic	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
04e4c72b2712c72f	act	verb	against	ocd_preposition_frame	against	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
9e78a60cc80f9f74	act	verb	as	phrasal_or_governance_pattern	act as sth	detector_support_if_dependency_matches	True	False	Oxford Phrase List	0.85	extracted_needs_review
769681d602809feb	activate	verb	with	verb_prep	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
a1613dd6f6e92963	activate	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
8aa94b90dd59704b	adapt	verb	to	verb_prep	NP:Agent V NP:Patient PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
896c99f20dc0cfa5	adapt	verb	to	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
b366cca1ec860d45	adapt	verb	to	verbnet_preposition_frame	NP:Agent V PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
0f7eeb95659d298d	add	verb	to	phrasal_or_governance_pattern	add to sth	detector_support_if_dependency_matches	True	False	Oxford Phrase List	0.85	extracted_needs_review
1318ba1a606161a2	address	verb	for	ocd_preposition_frame	for	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
b14f2f388a92605c	address	verb	with	verb_prep	NP:Agent V NP:Destination PREP:with NP:Theme	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
a465b404407418eb	address	verb	with	verbnet_preposition_frame	NP:Agent V NP:Destination PREP:with NP:Theme	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
39fc29f7d7b0e14f	adjust	verb	for	ocd_preposition_frame	for	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
1f3e935aa9c4603a	adjust	verb	to	verb_prep	NP:Agent V NP:Patient PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
3b9a5c51530075ac	adjust	verb	to	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
57aa1da6cebb1aa9	adjust	verb	to	verbnet_preposition_frame	NP:Agent V PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ad03523852e91e0f	admire	verb	for	verb_prep	NP:Experiencer V NP:Stimulus PREP:for NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
e34fb1e5a07b0763	admire	verb	for	verbnet_preposition_frame	NP:Experiencer V NP:Stimulus PREP:for NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ec6297187bb9aa7a	admit	verb	to	verb_prep	NP:Agent V NP:Topic PREP:to NP:Recipient	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
2c33bfacaf8443fd	admit	verb	to	verbnet_preposition_frame	NP:Agent V NP:Topic PREP:to NP:Recipient	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
d1251f7596939387	admit	verb	to	verbnet_preposition_frame	NP:Agent V PREP:to NP:Recipient	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ce732bcc165a2282	admit	verb	to	verbnet_preposition_frame	NP:Agent V PREP:to NP:Recipient NP:Topic	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
e33b8d1b4d0ca1df	adopt	verb	as	verb_prep	NP:Agent V NP:Theme PREP:as NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
5efe9bfecea79046	adopt	verb	as	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:as NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
335d14b9f9718478	adore	verb	for	verbnet_preposition_frame	NP:Experiencer V NP:Stimulus PREP:for NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
2fbd0f66fbab535e	adorn	verb	with	verbnet_preposition_frame	NP:Agent V NP:Destination PREP:with NP:Theme	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
27e1e4fd1cff7537	advance	verb	to	verb_prep	NP:Agent V NP:Theme PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
bb780104d8cdc328	advance	verb	to	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
e8fafa466f0535fc	advantageous	adjective	for	ocd_preposition_frame	for	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
fe5b30d4839e0d4a	advert	verb	to	verbnet_preposition_frame	NP:Patient V PREP:to NP:Result	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
b02781f433351420	advise	verb	about	ocd_preposition_frame	about	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
ec329765317004aa	affirm	verb	for	verb_prep	NP:Experiencer V NP:Stimulus PREP:for NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
7dc1bf86a25f7614	affirm	verb	for	verbnet_preposition_frame	NP:Experiencer V NP:Stimulus PREP:for NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
0f964361a30d500e	affix	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:to on onto NP:Co-Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
f5f586c2e1b87af8	afloat	adjective	for	ocd_preposition_frame	for	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
cb25f935b3640fa0	africanize	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
7acd6555ab689563	age	verb	with	verb_prep	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
4f70371a66161b6e	age	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
250dae51806cdc2b	agglomerate	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
e316730aafefb7f0	aggressive	adjective	about	ocd_preposition_frame	about	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
6871136ff7eaba15	aggressive	adjective	towards	ocd_preposition_frame	towards	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
130bfd001a4809d5	agitation	noun	about	ocd_preposition_frame	about	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
e6bd4fb60053f3c1	agree	verb	with	phrasal_or_governance_pattern	agree with sb	detector_support_if_dependency_matches	True	False	Oxford Phrase List	0.85	extracted_needs_review
b07b8e2a2bc83dcb	ail	verb	from	verbnet_preposition_frame	NP:Patient V PREP:from NP:Stimulus	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
c266e1029a7c9d72	aim	verb	as	verb_prep	NP:Agent V NP:Topic PREP:as NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
a4bb2aec943f8a40	aim	verb	as	verbnet_preposition_frame	NP:Agent V NP:Topic PREP:as NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
d64f266a4f6ab2a4	aim	verb	to	phrasal_or_governance_pattern	aim to do sth	detector_support_if_dependency_matches	True	False	Oxford Phrase List	0.85	extracted_needs_review
09c2955301311304	aimed	verb	at	phrasal_or_governance_pattern	aimed at sb	detector_support_if_dependency_matches	True	False	Oxford Phrase List	0.85	extracted_needs_review
912e4c0913a63fb7	aimed	verb	at	phrasal_or_governance_pattern	aimed at doing sth	detector_support_if_dependency_matches	True	False	Oxford Phrase List	0.85	extracted_needs_review
b7f75b6d0ed99e27	air	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
aa9a2e87d94d0cf9	alcoholize	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
93edf7864af067e5	alert	verb	of	verb_prep	NP:Agent V NP:Recipient PREP:of NP:Topic	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
6aeba84d0138fb69	alert	verb	of	verbnet_preposition_frame	NP:Agent V NP:Recipient PREP:of NP:Topic	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
d08fec949674ad64	alienation	noun	along	ocd_preposition_frame	along	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
d959ea6e9a09d3a2	alignment	noun	with	ocd_preposition_frame	with	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
e4bf6a9143e7900e	alkalify	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
a3b246224e23af40	alkalize	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
350c44e69b11f5ab	alleviate	verb	of	verb_prep	NP:Causer V NP:Source PREP:of NP:Theme	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
9ded681f43b646c0	alleviate	verb	of	verbnet_preposition_frame	NP:Causer V NP:Source PREP:of NP:Theme	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
912bc72f2aa9b8d7	alleviate	verb	with	verb_prep	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
b0e2eade21ddd4ba	alleviate	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
375215ab025873f9	allocate	verb	to	verb_prep	NP:Agent V NP:Theme PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
04d78b4c2fe550ea	allocate	verb	to	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
c25c241c35582a54	allot	verb	to	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
abe2ff230bc8f942	allow	verb	to	verb_prep	NP:Agent V NP:Theme PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
f47d86ecd801d257	allow	verb	to	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:to NP:Goal	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
0209e72fc393242d	allure	verb	into	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:into NP:Result	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
a69f8870f255fc83	ally	verb	against	verbnet_preposition_frame	NP:Agent V PREP:against NP:Maleficiary	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ab9a4705797fadb3	ally	verb	with	verbnet_preposition_frame	NP:Agent V PREP:with NP:Co-Agent	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
37442c7a61b785fd	alone	adjective	with	ocd_preposition_frame	with	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
e0d9133800ec3389	along	verb	with	phrasal_or_governance_pattern	along with sb/sth	detector_support_if_dependency_matches	True	False	Oxford Phrase List	0.85	extracted_needs_review
4f4294b08fe7aed6	aloof	adjective	from	ocd_preposition_frame	from	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
591ceed7261b4562	alter	verb	from	verb_prep	NP:Agent V NP:Patient PREP:from NP:Initial_State PREP:into NP:Result	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
0f7674d8d36db689	alter	verb	from	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:from NP:Initial_State PREP:into NP:Result	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
e959a64c877ce2b0	alter	verb	from	verbnet_preposition_frame	NP:Patient V PREP:from NP:Initial_State PREP:into NP:Result	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ce46b98c485e65c9	alter	verb	into	verb_prep	NP:Agent V NP:Patient PREP:from NP:Initial_State PREP:into NP:Result	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ac843087fb8cee71	alter	verb	into	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:from NP:Initial_State PREP:into NP:Result	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ec3a2005dcae6777	alter	verb	into	verbnet_preposition_frame	NP:Patient V PREP:from NP:Initial_State PREP:into NP:Result	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
509125f5cf74aafd	alter	verb	into	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:into NP:Result	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
4fab958992c7a3de	alter	verb	into	verbnet_preposition_frame	NP:Patient V PREP:into NP:Result	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ef9eee63ab4bed9a	alter	verb	with	verb_prep	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
5de46650fed30d0f	alter	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
12173a55630e2d53	alternate	verb	with	verbnet_preposition_frame	NP:Theme V PREP:with NP:Co-Theme	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
f7c633ec2e335c96	alternate	verb	with	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:with NP:Co-Theme	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
f3da7490062c71b8	alternative	verb	to	phrasal_or_governance_pattern	alternative to sth	detector_support_if_dependency_matches	True	False	Oxford Phrase List	0.85	extracted_needs_review
a21c9f9a02bc07b3	ambivalent	adjective	about	ocd_preposition_frame	about	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
e490719486032537	ameliorate	verb	with	verb_prep	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
3761cf2c598a4aaf	ameliorate	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
b0c4c089ed58c354	americanize	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
13a881df43edefc5	amplify	verb	with	verbnet_preposition_frame	NP:Agent V NP:Patient PREP:with NP:Instrument	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
be680ad5c739f29c	amuse	verb	with	ocd_preposition_frame	with	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.9	clean
6c52b3ee381b42eb	analyse	verb	as	verb_prep	NP:Agent V NP:Theme PREP:as NP:Value	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
a414a46072eb1b80	analyse	verb	as	verbnet_preposition_frame	NP:Agent V NP:Theme PREP:as NP:Value	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
e8b4007363b0afb7	analyse	verb	for	verb_prep	NP:Agent V NP:Theme PREP:for NP:Attribute	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
