id	governor	governor_pos	complement_pattern	relation_type	runtime_role	chargeable_allowed	absence_is_error	source	confidence	status
8a7d8451c69cf066	accelerate	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
6ae7cb9246c9d2c5	accelerate	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
5f16b0b8abbd7ca6	accelerate	verb	other_verbnet_frame	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
b19a07f3082cb9bd	accept	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
f84e3083f4c87a7f	accept	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
3d0377d54ce91356	accept	verb	direct_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
21741830ef0cf4a5	accept	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
4be705fa9e5b6e96	accept	verb	direct_object|that_clause	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
9ef62a70cfe4b964	accept	verb	direct_object|wh_clause	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
c010c8130e5ff992	acceptable	adjective	con- sider sth	ocd_verb_complement_pattern	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.82	needs_dependency_match
78af8888c9435acd	access	noun	sth	ocd_verb_complement_pattern	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.82	needs_dependency_match
c80624c1c09cdab6	accommodate	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
71c9731951887b67	accommodate	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
4a9b306f2fc3c945	accommodate	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
8331ba9bd64c0c2a	accommodate	verb	direct_object|prep_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
a32e448c4895bdaf	accommodate	verb	prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
438c1cbd58cf2f48	accommodate	verb	prep_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
292a0d55f32ce78a	accompany	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
cc99a887231af199	accompany	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
0f8d808f80aeda88	accompany	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
9c54c0e5191b8e07	accomplish	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
9b3759f081830eef	accomplish	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
51362480c73b1029	accomplish	verb	direct_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
3f344cde54b449a4	accord	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ea7a88174cc37665	accord	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
905a24129ea9af03	accredit	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
e639ea8b899426d4	accredit	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
0d8d94bad8dc5335	accredit	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
8d2b387e5e7daa90	accrue	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
9976c60857deb1bc	accrue	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
9bf6e7a24650ec81	accrue	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
16cc92bdf5e41ce5	accumulate	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
17c132be17ea527a	accumulate	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
c6a615a6713a7c51	accumulate	verb	intransitive	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
e46ff43d0243fef3	accumulate	verb	intransitive	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
9a94aec053f5aec6	accuse	verb	direct_object|prep_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
b27e90a61e828773	accuse	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
a53dd1fdc197d85e	accuse	verb	direct_object|prep_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
3c000e088dfbdbf2	acetify	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
9fc02c4abf92cc7b	acetify	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
a8417243b43e8829	acetify	verb	other_verbnet_frame	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
285df06be2a89211	ache	verb	direct_object|to_inf_or_inf_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
6200c4e913b094f7	ache	verb	intransitive	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ab94768001c3636a	ache	verb	prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
32ba878b2d48764f	achieve	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
dd6fe67d1fb0d51a	achieve	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
62d304b607db47e6	achieve	verb	direct_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ef343538ab2589c8	acidify	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
cb70fe53acfb01f1	acidify	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
a46258e44df3b18a	acidify	verb	other_verbnet_frame	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
f4083192b3a6481b	acknowledge	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ceaf332ddc72a946	acknowledge	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ab7d93d1faf6823b	acknowledge	verb	direct_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
a5fe57f86a2ee80b	acknowledge	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
d6f50098a96e0dfe	acknowledge	verb	direct_object|that_clause	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
484c55ef726b472d	acknowledge	verb	prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
d33a5fa1dc6f7b3f	acquaint	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
73d66e3c5fae8709	acquaint	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
2ce3933b32512f26	action	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
3cfbfe2cf1eb88a9	activate	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
802e54d6628470ee	activate	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
66c8c9856f97851f	activate	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
62232b74eab07d75	activate	verb	other_verbnet_frame	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
eb3d02c9e02b0cd9	adapt	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML;Oxford Collocations Dictionary parsed v3	0.85	verified_external_resource
9aa8edb194f11bc6	adapt	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
8247f6cee60fb5ee	adapt	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
83effbb3a996ede2	adapt	verb	direct_object|prep_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
050744ce2e81e087	adapt	verb	prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
dfd3940c93f3fb99	adapt	verb	prep_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
32c3504592b64c28	add	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
9f9c51b1813664fa	add	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
da1ae5dcc40eb746	addict	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
20a26a07452b4de1	addict	verb	direct_object|prep_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
85a4740b65316fe0	address	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML;Oxford Collocations Dictionary parsed v3	0.85	verified_external_resource
4aeab78f71a33af4	address	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
b6052d45bb22aa1a	address	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
11184ecbc5a1b5b0	adhere	verb	other_verbnet_frame	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
6b61d243530b9ee6	adhere	verb	prep_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
512b61013fdad48c	adhere	verb	prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
7b445fa4874dcfac	adhere_to	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
002d820947b64804	adjust	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
3e714e363a895ea1	adjust	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
5bd92be2fc8ed9d6	adjust	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
b66e636d19e09b8b	adjust	verb	direct_object|prep_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
3279c147f8ecbb85	adjust	verb	prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
4ccce37cf746678c	adjust	verb	prep_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
029ebfda78176420	administration	noun	find sb/sth	ocd_verb_complement_pattern	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.82	needs_dependency_match
3ea82827a8ef3821	admire	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
c0073931fc5df199	admire	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
2696c7efd7e29cc8	admire	verb	direct_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
3d72479950453f89	admire	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
657107602d5b955f	admire	verb	direct_object|that_clause	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
32bf571b840b61c1	admit	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
a4d7dbe7ce7c55bd	admit	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
f075001c779aa513	admit	verb	direct_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
f238c3af9b1b280d	admit	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
827800b72448b1be	admit	verb	direct_object|that_clause	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
9826e584f2af9e1f	admit	verb	prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
48e7ab7e88ce8715	adopt	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
557579e4146a5a43	adopt	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
67acd66f34ce13e1	adopt	verb	direct_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
576ce13312faf325	adopt	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ad327352642ea7bf	adore	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
c6ebe7d9ee3118eb	adore	verb	direct_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
93149a20c2dd560a	adore	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
55fad8a1e467519e	adore	verb	direct_object|that_clause	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
d3b4b105c5d69f85	adorn	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ae9cce33531a8621	adorn	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
ffa900681d6e2695	adrift	adjective	cast sb/sth	ocd_verb_complement_pattern	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.82	needs_dependency_match
dd8653df818ab87c	advance	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
1ddf4c886a32a4eb	advance	verb	direct_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
3b771ee2ccabedca	advance	verb	direct_object|prep_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
7bc7200a942c4a0d	advance	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
1c63a38f4efea83c	advert	verb	prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
0d193f92147c69f8	advert	verb	prep_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
545fbea0740c91e9	advertise	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
7e0a9a2be964014e	advertise	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
7bf9d862832e5db6	advertise	verb	direct_object|to_inf_or_inf_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
41d951bdb9ef5a4f	advertise	verb	direct_object|wh_clause	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
31965f914663ad41	advice	noun	sth	ocd_verb_complement_pattern	detector_support_if_dependency_matches	True	False	Oxford Collocations Dictionary parsed v3	0.82	needs_dependency_match
cf870d124d2aee71	affect	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
aead64be8965dfbb	affect	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
23c1529752ba2230	affect	verb	other_verbnet_frame	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
29f849d6ac5a8ec2	affirm	verb	direct_object	verb_governance_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
9cee5bfa585ff72d	affirm	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
1427d5f82f2c292b	affirm	verb	direct_object|gerund_or_ing_complement	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
af42a9076d63d22e	affirm	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
233555e42fc6e555	affirm	verb	direct_object|that_clause	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
6d04815fd1a6fe2e	affix	verb	direct_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
1a8cad6eededa485	affix	verb	direct_object|prep_object	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
e088dfb30bfed55c	affix	verb	other_verbnet_frame	verbnet_complement_frame	detector_support_if_dependency_matches	True	False	VerbNet XML	0.85	verified_external_resource
